Order ID,Customer Name,Dish Name,Order Time,Meal Time,Customer Type,Price per Dish,Quantity,Total Revenue,Day of Week,Hour of Day,Dish Category
ORD00480,Diane Mcdowell,Chole Bhature,28-01-2025 08:18,Dinner,New,265.55,2,531.1,Tuesday,8,Veg
ORD00481,Clifford Harrison,Pasta Alfredo,29-03-2025 19:08,Lunch,Returning,380.69,4,1522.76,Saturday,19,Non-Veg
ORD00482,Ryan Camacho Jr.,Dal Makhani,30-03-2025 02:06,Breakfast,Returning,219.22,4,876.88,Sunday,2,Veg
ORD00483,Mrs. Pamela White DVM,Chicken Biryani,03-02-2025 05:23,Dinner,New,316.5,2,633,Monday,5,Non-Veg
ORD00484,Brittany Miller,Spring Roll,04-03-2025 01:13,Dinner,New,478.85,4,1915.4,Tuesday,1,Non-Veg
ORD00485,Rebecca Campbell,Tandoori Roti,27-03-2025 19:57,Breakfast,Returning,408.96,1,408.96,Thursday,19,Non-Veg
ORD00486,Samuel Martin,Samosa,16-03-2025 13:03,Lunch,Returning,112.63,3,337.89,Sunday,13,Veg
ORD00487,Stephen Alvarez MD,Mutton Rogan Josh,23-01-2025 00:42,Dinner,New,371.86,4,1487.44,Thursday,0,Non-Veg
ORD00488,Maria Miller,Chicken Tikka,07-01-2025 17:34,Dinner,Returning,312.01,4,1248.04,Tuesday,17,Non-Veg
ORD00489,Sylvia Palmer,Paneer Butter Masala,19-02-2025 11:36,Lunch,New,99.22,2,198.44,Wednesday,11,Veg
ORD00490,Sarah Williams,Fish Curry,01-03-2025 20:33,Lunch,New,341.15,1,341.15,Saturday,20,Non-Veg
ORD00491,Albert Foster,Fish Curry,21-02-2025 06:22,Dinner,Returning,485.07,3,1455.21,Friday,6,Non-Veg
ORD00492,Tracey Leonard,Spring Roll,29-03-2025 21:38,Lunch,New,54.75,3,164.25,Saturday,21,Non-Veg
ORD00493,Shannon Ryan,Fried Rice,21-01-2025 04:58,Dinner,New,250.6,4,1002.4,Tuesday,4,Non-Veg
ORD00494,Kaitlyn Heath,Spring Roll,12-02-2025 03:34,Dinner,New,205.24,1,205.24,Wednesday,3,Non-Veg
ORD00495,Sarah Mclaughlin,Chicken Biryani,13-02-2025 22:37,Lunch,Returning,464.25,1,464.25,Thursday,22,Non-Veg
ORD00496,Kenneth Tran,Samosa,11-01-2025 13:33,Dinner,New,206.75,3,620.25,Saturday,13,Veg
ORD00497,David Robinson,Spring Roll,11-02-2025 10:41,Breakfast,Returning,206.74,1,206.74,Tuesday,10,Non-Veg
ORD00498,Curtis Obrien,Tandoori Roti,09-02-2025 21:11,Dinner,Returning,193.51,3,580.53,Sunday,21,Non-Veg
ORD00499,Christopher Clayton,Spring Roll,05-01-2025 01:36,Dinner,New,60.16,3,180.48,Sunday,1,Non-Veg
ORD00500,Kristin Kemp,Chicken Biryani,28-02-2025 23:30,Dinner,New,468.47,2,936.94,Friday,23,Non-Veg
ORD00501,Carol Wilson,Masala Dosa,16-02-2025 23:12,Dinner,New,198.95,4,795.8,Sunday,23,Non-Veg
ORD00502,Barbara Harris,Chicken Tikka,29-03-2025 05:47,Breakfast,Returning,333.39,2,666.78,Saturday,5,Non-Veg
ORD00503,Darren Pham,Fish Curry,28-02-2025 07:08,Lunch,Returning,63.14,2,126.28,Friday,7,Non-Veg
ORD00504,James Johnson,Dal Makhani,10-02-2025 22:06,Lunch,Returning,52,2,104,Monday,22,Veg
ORD00505,Bridget Powell,Mutton Rogan Josh,19-01-2025 17:32,Dinner,New,309.81,2,619.62,Sunday,17,Non-Veg
ORD00506,Natalie Martinez,Chole Bhature,03-02-2025 07:05,Breakfast,Returning,101.28,4,405.12,Monday,7,Veg
ORD00507,Robert Vargas,Fish Curry,18-02-2025 00:48,Lunch,Returning,325.09,1,325.09,Tuesday,0,Non-Veg
ORD00508,Matthew Martinez,Chole Bhature,01-02-2025 16:03,Lunch,New,416.18,3,1248.54,Saturday,16,Veg
ORD00509,Michelle Stone,Dal Makhani,25-03-2025 14:53,Dinner,New,352.45,3,1057.35,Tuesday,14,Veg
ORD00510,Angela Brown,Veg Thali,11-01-2025 17:28,Lunch,New,132.37,2,264.74,Saturday,17,Veg
ORD00511,Shelby Silva,Pasta Alfredo,16-02-2025 11:54,Lunch,New,308.66,4,1234.64,Sunday,11,Non-Veg
ORD00512,Joy Johnson,Chicken Tikka,17-01-2025 21:47,Dinner,New,299.71,4,1198.84,Friday,21,Non-Veg
ORD00513,Christian Watson,Masala Dosa,27-01-2025 06:58,Breakfast,Returning,428.89,1,428.89,Monday,6,Non-Veg
ORD00514,Katherine Martinez,Chole Bhature,20-03-2025 18:45,Breakfast,Returning,111.44,4,445.76,Thursday,18,Veg
ORD00515,Kathy Murray,Fried Rice,29-03-2025 17:31,Dinner,Returning,234.11,4,936.44,Saturday,17,Non-Veg
ORD00516,Stacy Fitzgerald,Tandoori Roti,07-02-2025 19:57,Lunch,Returning,125.26,1,125.26,Friday,19,Non-Veg
ORD00517,Kelly Christensen,Spring Roll,14-03-2025 10:37,Breakfast,Returning,64.71,2,129.42,Friday,10,Non-Veg
ORD00518,Katherine Peck,Mutton Rogan Josh,18-02-2025 22:25,Breakfast,Returning,304.54,4,1218.16,Tuesday,22,Non-Veg
ORD00519,Randy Moore,Fried Rice,20-02-2025 00:53,Breakfast,New,170.55,3,511.65,Thursday,0,Non-Veg
ORD00520,Ronald Martinez,Samosa,19-02-2025 08:06,Breakfast,Returning,295.86,4,1183.44,Wednesday,8,Veg
ORD00521,John Russell,Tandoori Roti,10-01-2025 07:43,Dinner,New,183.97,1,183.97,Friday,7,Non-Veg
ORD00522,Ryan Mason,Mutton Rogan Josh,10-02-2025 22:27,Lunch,New,247.58,1,247.58,Monday,22,Non-Veg
ORD00523,Tonya Oliver,Spring Roll,12-03-2025 14:23,Breakfast,New,414.82,3,1244.46,Wednesday,14,Non-Veg
ORD00524,Joseph Jones,Tandoori Roti,20-03-2025 08:59,Dinner,Returning,124.69,2,249.38,Thursday,8,Non-Veg
ORD00525,Theresa Reid,Veg Thali,13-03-2025 10:31,Breakfast,New,306.53,3,919.59,Thursday,10,Veg
ORD00526,Megan Gutierrez,Fried Rice,24-02-2025 07:51,Breakfast,Returning,490.55,3,1471.65,Monday,7,Non-Veg
ORD00527,Ryan Cain,Dal Makhani,27-01-2025 08:03,Lunch,New,111.02,4,444.08,Monday,8,Veg
ORD00528,Robert Garrett,Paneer Butter Masala,25-03-2025 15:04,Lunch,New,365.64,2,731.28,Tuesday,15,Veg
ORD00529,Laura Snyder,Masala Dosa,23-01-2025 17:25,Dinner,Returning,422.82,4,1691.28,Thursday,17,Non-Veg
ORD00530,Kelly Perez,Masala Dosa,14-02-2025 13:14,Dinner,Returning,332.52,4,1330.08,Friday,13,Non-Veg
ORD00531,Joseph Simpson,Chicken Biryani,11-02-2025 03:23,Dinner,New,231.28,3,693.84,Tuesday,3,Non-Veg
ORD00532,Courtney Norris DVM,Manchurian,05-03-2025 05:36,Lunch,Returning,477.61,3,1432.83,Wednesday,5,Non-Veg
ORD00533,Lori Cook,Paneer Butter Masala,22-02-2025 23:18,Dinner,New,378.92,4,1515.68,Saturday,23,Veg
ORD00534,Lori Riley,Fish Curry,27-02-2025 18:49,Dinner,Returning,432.55,4,1730.2,Thursday,18,Non-Veg
ORD00535,Jessica Garcia,Pasta Alfredo,20-01-2025 19:51,Breakfast,Returning,170.84,3,512.52,Monday,19,Non-Veg
ORD00536,Lori Chavez,Fried Rice,31-01-2025 17:50,Dinner,New,304.76,4,1219.04,Friday,17,Non-Veg
ORD00537,Micheal Watkins,Chole Bhature,13-03-2025 18:04,Dinner,New,70.67,4,282.68,Thursday,18,Veg
ORD00538,Robert Brown,Chicken Biryani,02-01-2025 11:34,Breakfast,Returning,255.43,4,1021.72,Thursday,11,Non-Veg
ORD00539,Adam Willis,Tandoori Roti,19-01-2025 09:58,Breakfast,Returning,121.54,3,364.62,Sunday,9,Non-Veg
ORD00540,Vicki Greene,Fish Curry,09-01-2025 11:54,Lunch,Returning,87.09,2,174.18,Thursday,11,Non-Veg
ORD00541,Julie Lewis,Pasta Alfredo,05-01-2025 17:07,Dinner,Returning,376.69,2,753.38,Sunday,17,Non-Veg
ORD00542,Cory Willis,Fish Curry,09-02-2025 01:40,Breakfast,New,50.49,4,201.96,Sunday,1,Non-Veg
ORD00543,Ryan Lozano,Masala Dosa,08-01-2025 02:15,Dinner,New,283.75,4,1135,Wednesday,2,Non-Veg
ORD00544,Teresa Rowland,Paneer Butter Masala,01-01-2025 20:17,Dinner,Returning,417.7,4,1670.8,Wednesday,20,Veg
ORD00545,Dana Williams,Masala Dosa,05-03-2025 04:08,Lunch,New,153.03,1,153.03,Wednesday,4,Non-Veg
ORD00546,Brad Ruiz,Spring Roll,08-03-2025 12:22,Breakfast,New,191.01,3,573.03,Saturday,12,Non-Veg
ORD00547,Kathleen Adams,Pasta Alfredo,13-01-2025 11:33,Breakfast,New,80.79,1,80.79,Monday,11,Non-Veg
ORD00548,Jacqueline Pierce,Fish Curry,25-02-2025 13:15,Breakfast,Returning,208.03,2,416.06,Tuesday,13,Non-Veg
ORD00549,Jessica Mcdonald,Tandoori Roti,27-02-2025 04:03,Breakfast,Returning,327.23,4,1308.92,Thursday,4,Non-Veg
ORD00550,Maria Hartman,Veg Thali,20-03-2025 06:37,Breakfast,New,113.01,1,113.01,Thursday,6,Veg
ORD00551,Patrick Mack,Tandoori Roti,23-02-2025 15:56,Lunch,Returning,483.46,3,1450.38,Sunday,15,Non-Veg
ORD00552,Jose Juarez,Masala Dosa,14-03-2025 00:08,Breakfast,Returning,340.08,2,680.16,Friday,0,Non-Veg
ORD00553,Julia Conner,Dal Makhani,20-02-2025 08:54,Dinner,Returning,400.54,1,400.54,Thursday,8,Veg
ORD00554,Sandra Morgan,Samosa,19-03-2025 04:14,Dinner,Returning,142.45,2,284.9,Wednesday,4,Veg
ORD00555,Jeanne James,Pasta Alfredo,10-03-2025 01:41,Lunch,New,402.71,2,805.42,Monday,1,Non-Veg
ORD00556,Ronald Morrison,Pasta Alfredo,15-02-2025 01:05,Breakfast,New,274.81,1,274.81,Saturday,1,Non-Veg
ORD00557,Jacob Smith,Manchurian,18-02-2025 02:03,Breakfast,Returning,470.27,2,940.54,Tuesday,2,Non-Veg
ORD00558,Mary Moore,Samosa,05-02-2025 05:03,Dinner,Returning,214.44,2,428.88,Wednesday,5,Veg
ORD00559,James Aguirre,Chicken Tikka,11-03-2025 10:12,Breakfast,New,314.31,1,314.31,Tuesday,10,Non-Veg
ORD00560,Christopher Williamson,Veg Thali,24-01-2025 20:45,Breakfast,New,476.91,4,1907.64,Friday,20,Veg
ORD00561,Philip Martinez,Mutton Rogan Josh,16-02-2025 02:42,Dinner,Returning,240.61,4,962.44,Sunday,2,Non-Veg
ORD00562,Michael Brady,Fish Curry,08-01-2025 12:03,Dinner,New,174.86,3,524.58,Wednesday,12,Non-Veg
ORD00563,Matthew Reeves,Fried Rice,08-01-2025 04:37,Breakfast,New,291.38,4,1165.52,Wednesday,4,Non-Veg
ORD00564,Michael Smith,Fish Curry,23-02-2025 09:05,Dinner,New,189.58,4,758.32,Sunday,9,Non-Veg
ORD00565,Jill George,Samosa,08-03-2025 10:37,Breakfast,New,160.02,4,640.08,Saturday,10,Veg
ORD00566,Gabrielle Lee DDS,Chicken Tikka,11-01-2025 13:22,Dinner,New,189.18,2,378.36,Saturday,13,Non-Veg
ORD00567,Lori Villa,Paneer Butter Masala,11-01-2025 20:55,Dinner,New,365.67,2,731.34,Saturday,20,Veg
ORD00568,Austin Briggs,Chole Bhature,15-02-2025 04:25,Dinner,Returning,125.13,2,250.26,Saturday,4,Veg
ORD00569,Lindsay Jarvis,Spring Roll,10-03-2025 05:54,Lunch,New,397.14,1,397.14,Monday,5,Non-Veg
ORD00570,Natalie Gordon,Spring Roll,31-01-2025 11:50,Lunch,Returning,285.73,3,857.19,Friday,11,Non-Veg
ORD00571,Edward Hernandez,Dal Makhani,06-03-2025 20:05,Dinner,New,273.27,3,819.81,Thursday,20,Veg
ORD00572,Jennifer Hess,Chicken Tikka,06-01-2025 01:06,Dinner,New,215.46,3,646.38,Monday,1,Non-Veg
ORD00573,Aaron Kane,Chicken Biryani,12-03-2025 09:21,Dinner,New,152.78,1,152.78,Wednesday,9,Non-Veg
ORD00574,Blake Hardy,Samosa,05-01-2025 00:12,Breakfast,New,70.69,3,212.07,Sunday,0,Veg
ORD00575,William Sanders,Manchurian,04-02-2025 20:37,Breakfast,New,469.02,1,469.02,Tuesday,20,Non-Veg
ORD00576,Bradley Knox,Spring Roll,20-02-2025 07:45,Dinner,Returning,151.03,2,302.06,Thursday,7,Non-Veg
ORD00577,Mr. Miguel Gonzalez,Manchurian,07-02-2025 21:19,Dinner,Returning,172.07,1,172.07,Friday,21,Non-Veg
ORD00578,Martin Chapman MD,Chole Bhature,22-02-2025 00:32,Breakfast,New,130.7,1,130.7,Saturday,0,Veg
ORD00579,Isabel Brown,Pasta Alfredo,28-03-2025 20:13,Breakfast,Returning,439.71,3,1319.13,Friday,20,Non-Veg
ORD00580,Tiffany Skinner,Chicken Biryani,30-01-2025 18:59,Dinner,Returning,53.59,2,107.18,Thursday,18,Non-Veg
ORD00581,Dawn Turner,Dal Makhani,27-01-2025 12:59,Lunch,New,258.77,4,1035.08,Monday,12,Veg
ORD00582,Tara Sanders,Spring Roll,12-03-2025 07:47,Breakfast,New,117.75,4,471,Wednesday,7,Non-Veg
ORD00583,Chad Tucker,Veg Thali,03-01-2025 04:13,Dinner,Returning,336.17,1,336.17,Friday,4,Veg
ORD00584,Brady Martinez,Chole Bhature,28-03-2025 13:28,Breakfast,Returning,432.05,3,1296.15,Friday,13,Veg
ORD00585,Adrienne Aguilar,Veg Thali,10-01-2025 11:04,Dinner,New,238.92,1,238.92,Friday,11,Veg
ORD00586,Lindsey Rogers,Masala Dosa,30-03-2025 12:35,Dinner,Returning,91.86,2,183.72,Sunday,12,Non-Veg
ORD00587,Bryce Schmidt,Samosa,23-03-2025 16:09,Dinner,Returning,365.38,3,1096.14,Sunday,16,Veg
ORD00588,Nancy Gregory,Tandoori Roti,11-02-2025 17:31,Breakfast,New,277.44,4,1109.76,Tuesday,17,Non-Veg
ORD00589,Cory Thomas,Dal Makhani,07-01-2025 19:28,Dinner,New,245.74,2,491.48,Tuesday,19,Veg
ORD00590,Christopher Raymond,Mutton Rogan Josh,22-01-2025 13:14,Lunch,Returning,466.72,4,1866.88,Wednesday,13,Non-Veg
ORD00591,Madeline Vasquez,Samosa,05-03-2025 18:45,Dinner,Returning,193.13,3,579.39,Wednesday,18,Veg
ORD00592,Brandon Davis,Chicken Biryani,22-01-2025 06:19,Breakfast,New,400.97,1,400.97,Wednesday,6,Non-Veg
ORD00593,James Henderson,Chicken Biryani,15-01-2025 03:29,Breakfast,Returning,259.72,4,1038.88,Wednesday,3,Non-Veg
ORD00594,Mr. Kyle Thomas DDS,Fried Rice,11-01-2025 23:45,Lunch,New,253.36,4,1013.44,Saturday,23,Non-Veg
ORD00595,Robert Hernandez,Samosa,25-01-2025 02:55,Breakfast,New,120.93,3,362.79,Saturday,2,Veg
ORD00596,Wanda Todd,Tandoori Roti,17-03-2025 05:16,Dinner,New,146.76,3,440.28,Monday,5,Non-Veg
ORD00597,Laura Ramos,Chicken Biryani,14-01-2025 12:01,Dinner,New,485.78,4,1943.12,Tuesday,12,Non-Veg
ORD00598,William White,Paneer Butter Masala,16-02-2025 17:40,Dinner,Returning,167.08,2,334.16,Sunday,17,Veg
ORD00599,John Watts,Pasta Alfredo,03-01-2025 19:53,Lunch,New,92.63,1,92.63,Friday,19,Non-Veg
ORD00600,John Barnett,Spring Roll,15-03-2025 04:08,Breakfast,New,55.38,2,110.76,Saturday,4,Non-Veg
ORD00601,Frederick Reeves,Veg Thali,12-01-2025 21:33,Lunch,Returning,358.83,1,358.83,Sunday,21,Veg
ORD00602,Kimberly Fuentes,Dal Makhani,23-02-2025 00:06,Lunch,New,59.81,1,59.81,Sunday,0,Veg
ORD00603,Christopher Hart,Manchurian,18-01-2025 23:59,Dinner,Returning,414.18,1,414.18,Saturday,23,Non-Veg
ORD00604,Jill Ray,Samosa,24-03-2025 09:10,Lunch,New,69.21,4,276.84,Monday,9,Veg
ORD00605,Ronnie Bernard,Masala Dosa,05-01-2025 14:37,Dinner,Returning,419.76,4,1679.04,Sunday,14,Non-Veg
ORD00606,Carla Bryant,Paneer Butter Masala,15-02-2025 03:48,Lunch,Returning,127.76,2,255.52,Saturday,3,Veg
ORD00607,Emily French,Masala Dosa,24-03-2025 16:13,Lunch,Returning,250.71,2,501.42,Monday,16,Non-Veg
ORD00608,Paula Thomas,Dal Makhani,04-01-2025 03:41,Dinner,New,341.28,4,1365.12,Saturday,3,Veg
ORD00609,Elizabeth Nicholson,Manchurian,07-02-2025 12:00,Dinner,Returning,77.44,3,232.32,Friday,12,Non-Veg
ORD00610,Patrick Faulkner,Masala Dosa,04-02-2025 20:42,Lunch,New,339.19,2,678.38,Tuesday,20,Non-Veg
ORD00611,Brenda Bradley,Spring Roll,27-02-2025 09:54,Dinner,New,495.23,3,1485.69,Thursday,9,Non-Veg
ORD00612,Kelly Higgins,Fried Rice,13-02-2025 15:53,Lunch,Returning,460.7,3,1382.1,Thursday,15,Non-Veg
ORD00613,Anthony Paul,Mutton Rogan Josh,05-02-2025 08:25,Breakfast,New,193.49,2,386.98,Wednesday,8,Non-Veg
ORD00614,Luis Bartlett,Manchurian,03-01-2025 16:00,Lunch,New,413.89,4,1655.56,Friday,16,Non-Veg
ORD00615,Ryan Palmer,Chole Bhature,18-02-2025 04:33,Dinner,New,488.29,1,488.29,Tuesday,4,Veg
ORD00616,John Baker,Fish Curry,23-01-2025 13:27,Breakfast,Returning,290.16,1,290.16,Thursday,13,Non-Veg
ORD00617,Luis Murphy,Veg Thali,11-03-2025 13:05,Dinner,Returning,209.66,2,419.32,Tuesday,13,Veg
ORD00618,Brittany Martinez,Veg Thali,17-01-2025 00:41,Dinner,Returning,412.79,3,1238.37,Friday,0,Veg
ORD00619,Mary Gonzales MD,Dal Makhani,25-03-2025 04:37,Breakfast,Returning,476.4,2,952.8,Tuesday,4,Veg
ORD00620,Tiffany Moyer,Veg Thali,21-02-2025 06:07,Lunch,Returning,129,1,129,Friday,6,Veg
ORD00621,Beth Cooper,Paneer Butter Masala,09-01-2025 05:10,Breakfast,New,58.97,4,235.88,Thursday,5,Veg
ORD00622,Dr. David Hernandez,Chole Bhature,01-01-2025 01:29,Dinner,New,412.9,3,1238.7,Wednesday,1,Veg
ORD00623,Brittany Martinez,Masala Dosa,07-03-2025 06:10,Lunch,New,59.86,2,119.72,Friday,6,Non-Veg
ORD00624,Veronica Walker,Chicken Biryani,12-03-2025 11:37,Dinner,Returning,482.25,3,1446.75,Wednesday,11,Non-Veg
ORD00625,Aaron Guerrero,Fish Curry,06-03-2025 03:05,Lunch,New,201.45,3,604.35,Thursday,3,Non-Veg
ORD00626,Melanie Townsend,Masala Dosa,13-01-2025 10:04,Dinner,Returning,406.33,4,1625.32,Monday,10,Non-Veg
ORD00627,Anita Rodriguez,Chole Bhature,01-03-2025 02:09,Breakfast,Returning,150.46,2,300.92,Saturday,2,Veg
ORD00628,Christina Le MD,Mutton Rogan Josh,04-02-2025 10:35,Dinner,Returning,107.31,1,107.31,Tuesday,10,Non-Veg
ORD00629,Mr. Troy Gibbs,Tandoori Roti,28-03-2025 08:39,Dinner,Returning,432.84,1,432.84,Friday,8,Non-Veg
ORD00630,Sheila Mata,Dal Makhani,17-01-2025 13:45,Lunch,New,337.84,1,337.84,Friday,13,Veg
ORD00631,Kenneth Vargas,Chicken Tikka,27-03-2025 06:13,Breakfast,Returning,385.4,2,770.8,Thursday,6,Non-Veg
ORD00632,Danny Ferguson,Chole Bhature,01-02-2025 13:37,Breakfast,New,419.75,3,1259.25,Saturday,13,Veg
ORD00633,Travis Henson,Paneer Butter Masala,10-02-2025 15:40,Lunch,New,162.29,1,162.29,Monday,15,Veg
ORD00634,Veronica Osborne,Mutton Rogan Josh,01-02-2025 21:38,Breakfast,New,71.67,4,286.68,Saturday,21,Non-Veg
ORD00635,Nicholas Hamilton,Pasta Alfredo,08-03-2025 16:21,Breakfast,Returning,271.89,4,1087.56,Saturday,16,Non-Veg
ORD00636,Catherine Campbell,Fried Rice,01-02-2025 23:16,Lunch,New,422.96,2,845.92,Saturday,23,Non-Veg
ORD00637,Paul Smith,Chicken Tikka,15-01-2025 19:19,Breakfast,New,182.71,3,548.13,Wednesday,19,Non-Veg
ORD00638,Mark Smith,Chicken Biryani,24-01-2025 18:26,Breakfast,Returning,126.55,4,506.2,Friday,18,Non-Veg
ORD00639,John Sanchez,Tandoori Roti,15-01-2025 15:30,Breakfast,New,202.08,4,808.32,Wednesday,15,Non-Veg
ORD00640,Jennifer Smith,Paneer Butter Masala,06-03-2025 03:00,Lunch,New,323.29,4,1293.16,Thursday,3,Veg
ORD00641,William Walker DVM,Paneer Butter Masala,15-01-2025 07:11,Breakfast,Returning,142.5,2,285,Wednesday,7,Veg
ORD00642,Meghan Hernandez,Tandoori Roti,07-02-2025 06:05,Dinner,Returning,347.27,3,1041.81,Friday,6,Non-Veg
ORD00643,Nathan Floyd,Chicken Biryani,22-01-2025 14:55,Breakfast,Returning,307.3,4,1229.2,Wednesday,14,Non-Veg
ORD00644,Michael Gutierrez,Paneer Butter Masala,14-01-2025 23:31,Lunch,New,242.42,3,727.26,Tuesday,23,Veg
ORD00645,Miguel Rose,Fish Curry,16-03-2025 23:49,Dinner,Returning,139.85,1,139.85,Sunday,23,Non-Veg
ORD00646,Sharon Fuentes,Masala Dosa,19-01-2025 20:05,Dinner,Returning,489.68,4,1958.72,Sunday,20,Non-Veg
ORD00647,Michael Bates,Chicken Biryani,18-03-2025 19:14,Lunch,Returning,261.93,3,785.79,Tuesday,19,Non-Veg
ORD00648,Ronald Butler,Fish Curry,09-01-2025 07:05,Dinner,Returning,133.2,4,532.8,Thursday,7,Non-Veg
ORD00649,Carrie Martin,Masala Dosa,03-02-2025 14:58,Lunch,New,168.48,4,673.92,Monday,14,Non-Veg
ORD00650,Beth Lewis,Veg Thali,24-01-2025 23:24,Lunch,New,118.01,1,118.01,Friday,23,Veg
ORD00651,Jacob Coleman,Fish Curry,08-01-2025 19:13,Lunch,Returning,486.82,2,973.64,Wednesday,19,Non-Veg
ORD00652,Adam Browning,Paneer Butter Masala,20-02-2025 09:21,Lunch,Returning,484.53,4,1938.12,Thursday,9,Veg
ORD00653,Mrs. Amber Davis,Manchurian,22-02-2025 03:06,Breakfast,Returning,184.48,4,737.92,Saturday,3,Non-Veg
ORD00654,Robert Hernandez,Samosa,24-03-2025 04:08,Dinner,New,275.95,2,551.9,Monday,4,Veg
ORD00655,Crystal Lewis,Spring Roll,11-01-2025 22:45,Lunch,New,477.08,2,954.16,Saturday,22,Non-Veg
ORD00656,Patricia Hughes,Veg Thali,30-03-2025 11:43,Breakfast,New,69.2,1,69.2,Sunday,11,Veg
ORD00657,Tracy Harrington,Fish Curry,31-03-2025 22:55,Lunch,New,498.77,2,997.54,Monday,22,Non-Veg
ORD00658,Brandon White,Dal Makhani,17-03-2025 22:08,Lunch,Returning,459.86,1,459.86,Monday,22,Veg
ORD00659,Betty Richardson,Pasta Alfredo,08-01-2025 22:06,Dinner,Returning,298.42,3,895.26,Wednesday,22,Non-Veg
ORD00660,Brian Bennett,Chicken Tikka,17-02-2025 07:16,Breakfast,Returning,100.63,2,201.26,Monday,7,Non-Veg
ORD00661,Julie Miller,Dal Makhani,14-01-2025 11:44,Dinner,New,466.22,1,466.22,Tuesday,11,Veg
ORD00662,Andrew Moore,Mutton Rogan Josh,13-03-2025 12:29,Dinner,Returning,445.05,3,1335.15,Thursday,12,Non-Veg
ORD00663,Tiffany Sutton,Fish Curry,04-02-2025 20:46,Lunch,Returning,66.86,3,200.58,Tuesday,20,Non-Veg
ORD00664,Debbie Rivas,Masala Dosa,06-02-2025 16:18,Dinner,Returning,67.45,3,202.35,Thursday,16,Non-Veg
ORD00665,Caitlyn Horton,Veg Thali,04-03-2025 20:27,Breakfast,Returning,464.38,3,1393.14,Tuesday,20,Veg
ORD00666,Jimmy Hernandez,Chole Bhature,02-01-2025 20:11,Lunch,Returning,176.16,4,704.64,Thursday,20,Veg
ORD00667,Lindsay Robinson,Tandoori Roti,20-03-2025 02:50,Dinner,New,487.62,2,975.24,Thursday,2,Non-Veg
ORD00668,Mariah Bryant,Mutton Rogan Josh,13-01-2025 05:34,Dinner,Returning,398.31,3,1194.93,Monday,5,Non-Veg
ORD00669,Jane Bruce,Tandoori Roti,25-01-2025 12:33,Lunch,New,134.57,2,269.14,Saturday,12,Non-Veg
ORD00670,Ariana Wallace,Samosa,25-03-2025 03:25,Lunch,Returning,391.77,3,1175.31,Tuesday,3,Veg
ORD00671,Tiffany Bell,Paneer Butter Masala,16-03-2025 17:32,Dinner,New,79.53,4,318.12,Sunday,17,Veg
ORD00672,Jennifer Smith,Spring Roll,13-01-2025 08:19,Dinner,New,128.18,2,256.36,Monday,8,Non-Veg
ORD00673,Cheryl Newman,Paneer Butter Masala,18-03-2025 04:24,Breakfast,New,255.4,3,766.2,Tuesday,4,Veg
ORD00674,Michael Martinez,Veg Thali,06-03-2025 03:17,Lunch,Returning,420.58,4,1682.32,Thursday,3,Veg
ORD00675,Mark Watkins,Manchurian,27-02-2025 20:04,Breakfast,New,158.87,4,635.48,Thursday,20,Non-Veg
ORD00676,Steven Phillips,Chicken Tikka,24-02-2025 01:42,Breakfast,Returning,314.1,3,942.3,Monday,1,Non-Veg
ORD00677,Timothy Martinez,Masala Dosa,01-02-2025 08:01,Lunch,New,178.28,4,713.12,Saturday,8,Non-Veg
ORD00678,Alex Jones DVM,Masala Dosa,05-01-2025 12:27,Dinner,New,435.7,2,871.4,Sunday,12,Non-Veg
ORD00679,Lynn Bond,Veg Thali,03-03-2025 16:26,Lunch,Returning,280.98,1,280.98,Monday,16,Veg
ORD00680,Cheryl Johnson,Manchurian,13-02-2025 03:40,Breakfast,New,320.51,1,320.51,Thursday,3,Non-Veg
ORD00681,Nicholas Case,Mutton Rogan Josh,21-01-2025 08:49,Dinner,Returning,370.73,3,1112.19,Tuesday,8,Non-Veg
ORD00682,Craig Mathis,Manchurian,08-02-2025 13:49,Lunch,Returning,256.55,2,513.1,Saturday,13,Non-Veg
ORD00683,Rose Dean,Mutton Rogan Josh,12-02-2025 11:31,Dinner,Returning,313.02,1,313.02,Wednesday,11,Non-Veg
ORD00684,Larry Wiley,Fish Curry,16-02-2025 13:25,Lunch,Returning,184.31,1,184.31,Sunday,13,Non-Veg
ORD00685,Barbara Flores,Chicken Biryani,13-02-2025 20:22,Lunch,Returning,338.27,3,1014.81,Thursday,20,Non-Veg
ORD00686,Kelsey Garcia,Fish Curry,24-01-2025 18:29,Dinner,Returning,134.76,2,269.52,Friday,18,Non-Veg
ORD00687,Jennifer Martinez MD,Paneer Butter Masala,23-03-2025 21:23,Dinner,Returning,347.24,2,694.48,Sunday,21,Veg
ORD00688,Amanda Newman,Paneer Butter Masala,07-03-2025 15:40,Dinner,Returning,498.86,3,1496.58,Friday,15,Veg
ORD00689,Katherine Williams,Pasta Alfredo,24-03-2025 13:10,Lunch,Returning,381.53,2,763.06,Monday,13,Non-Veg
ORD00690,Brandon Ramsey,Tandoori Roti,01-02-2025 05:39,Dinner,New,358.84,4,1435.36,Saturday,5,Non-Veg
ORD00691,Christopher Taylor,Fish Curry,24-03-2025 12:20,Lunch,Returning,430.44,2,860.88,Monday,12,Non-Veg
ORD00692,Vanessa Morris,Chicken Biryani,27-01-2025 17:46,Lunch,New,383.41,2,766.82,Monday,17,Non-Veg
